method,reliability_type,class,bin,bin_lower,bin_upper,raw_count,target_weight,target_weight_fraction,mean_predicted_probability,observed_frequency,absolute_gap,ece_contribution
true_logit_unweighted_vector_T,multiclass,argmax,9,0.6,0.6666666666666666,726,95886.928356,0.00023543324686459973,0.6375701495793534,0.6241821861452379,0.013387963434115524,3.1519717001983547e-06
true_logit_unweighted_vector_T,multiclass,argmax,10,0.6666666666666666,0.7333333333333333,823,101677.31723200003,0.0002496505137753094,0.7012268157726792,0.7335368144875355,0.03230999871485629,8.066207779243459e-06
true_logit_unweighted_vector_T,multiclass,argmax,11,0.7333333333333333,0.8,1069,146657.08697199996,0.0003600903142222868,0.7690912851440423,0.670952588733654,0.0981386964103883,3.533879402778233e-05
true_logit_unweighted_vector_T,multiclass,argmax,12,0.8,0.8666666666666667,1473,184474.78529999946,0.0004529449259922105,0.8365504540162106,0.7960388013634966,0.04051165265271406,1.8349547512605708e-05
true_logit_unweighted_vector_T,multiclass,argmax,13,0.8666666666666667,0.9333333333333333,2920,367296.88806400076,0.0009018319848469748,0.904847397245445,0.9062765452834375,0.0014291480379924337,1.2888514117428762e-06
true_logit_unweighted_vector_T,multiclass,argmax,14,0.9333333333333333,1.0,600059,406264589.8528293,0.9975102249605168,0.9998486788180083,0.9998305570600253,1.812175798299176e-05,1.8076638882294153e-05
true_logit_unweighted_vector_T,binary_class,acceptor,0,0.0,0.06666666666666667,553701,406742023.6294232,0.9986824784273189,6.0356215942252e-05,7.424853653065065e-07,5.961373057694549e-05,5.953518820088237e-05
true_logit_unweighted_vector_T,binary_class,acceptor,1,0.06666666666666667,0.13333333333333333,331,159745.88852799978,0.00039222753147107183,0.09545837316414729,0.0008450921725997199,0.09461328099154757,3.710993364769359e-05
true_logit_unweighted_vector_T,binary_class,acceptor,2,0.13333333333333333,0.2,151,51391.499883999924,0.0001261826599973124,0.1654111944098471,0.0017123454306379887,0.1636988489792091,2.0655956202694933e-05
true_logit_unweighted_vector_T,binary_class,acceptor,3,0.2,0.26666666666666666,159,33505.991988,8.226798603733245e-05,0.2307855327574781,0.0035217581393280667,0.22726377461815003,1.8696533037077434e-05
true_logit_unweighted_vector_T,binary_class,acceptor,4,0.26666666666666666,0.3333333333333333,160,31066.968184,7.627939819537104e-05,0.29839903185240907,0.003894811984335085,0.29450421986807396,2.2464604657533916e-05
true_logit_unweighted_vector_T,binary_class,acceptor,5,0.3333333333333333,0.4,151,32684.65072,8.025132907663393e-05,0.36340506806303763,0.0033960895268823604,0.36000897853615527,2.889119900704784e-05
true_logit_unweighted_vector_T,binary_class,acceptor,6,0.4,0.4666666666666667,160,25373.579308,6.230029748038188e-05,0.4312850055085092,0.005044617412713352,0.42624038809579584,2.6554902976521504e-05
true_logit_unweighted_vector_T,binary_class,acceptor,7,0.4666666666666667,0.5333333333333333,157,15610.484092,3.8328758861298645e-05,0.4965853688938521,0.008840212717728703,0.48774515617612335,1.869466647684108e-05
true_logit_unweighted_vector_T,binary_class,acceptor,8,0.5333333333333333,0.6,156,11542.777752,2.8341231600415304e-05,0.5738985604357166,0.012302064810647148,0.5615964956250695,1.5916336348491717e-05
true_logit_unweighted_vector_T,binary_class,acceptor,9,0.6,0.6666666666666666,233,12433.11902,3.0527305751884024e-05,0.6406353893190136,0.017533814294653154,0.6231015750243605,1.9021612295249153e-05
true_logit_unweighted_vector_T,binary_class,acceptor,10,0.6666666666666666,0.7333333333333333,257,11643.777752,2.8589219082557197e-05,0.7073425989367871,0.020869515476475062,0.686473083460312,1.9625729377325433e-05
true_logit_unweighted_vector_T,binary_class,acceptor,11,0.7333333333333333,0.8,362,20695.5317,5.081418611753209e-05,0.773149274149635,0.01628370823640158,0.7568655659132334,3.845950773226629e-05
true_logit_unweighted_vector_T,binary_class,acceptor,12,0.8,0.8666666666666667,534,17614.166628,4.324844388223254e-05,0.838646503687415,0.0291242844940799,0.8095222191933351,3.501057626820331e-05
true_logit_unweighted_vector_T,binary_class,acceptor,13,0.8666666666666667,0.9333333333333333,1062,18142.166628,4.454485368986541e-05,0.9036411501392593,0.05738013663667691,0.8462610135025823,3.7696573029909743e-05
true_logit_unweighted_vector_T,binary_class,acceptor,14,0.9333333333333333,1.0,50414,95147.76974,0.00023361837474494303,0.9886294790353861,0.5292714704465546,0.45935800858883147,0.0001073144713925964
true_logit_unweighted_vector_T,binary_class,donor,0,0.0,0.06666666666666667,553399,406631920.5582428,0.9984121399778326,8.606754039320395e-05,3.2707712620645114e-07,8.57404632669975e-05,8.560431941309373e-05
true_logit_unweighted_vector_T,binary_class,donor,1,0.06666666666666667,0.13333333333333333,299,171100.66627999963,0.00042010716260967813,0.09382436400318368,0.0005201616214302459,0.09330420238175344,3.919776372215761e-05
true_logit_unweighted_vector_T,binary_class,donor,2,0.13333333333333333,0.2,193,94540.587088,0.00023212754606108445,0.16232712069085437,0.0008144650077995294,0.16151265568305484,3.749153642151638e-05
true_logit_unweighted_vector_T,binary_class,donor,3,0.2,0.26666666666666666,172,64425.96017199987,0.00015818645195671445,0.23209188371941666,0.0014435174850590535,0.2306483662343576,3.648544670422589e-05
true_logit_unweighted_vector_T,binary_class,donor,4,0.26666666666666666,0.3333333333333333,151,43258.08720399996,0.00010621251611875656,0.3009612273506518,0.0022654723390297805,0.298695755011622,3.172522769377606e-05
true_logit_unweighted_vector_T,binary_class,donor,5,0.3333333333333333,0.4,127,26967.261844,6.6213300643116e-05,0.3612490513359273,0.003485707987105641,0.35776334334882165,2.3688691812241863e-05
true_logit_unweighted_vector_T,binary_class,donor,6,0.4,0.4666666666666667,141,27794.603112,6.824468953344672e-05,0.4389082246604501,0.0038496682096462093,0.4350585564508039,2.9690436113854613e-05
true_logit_unweighted_vector_T,binary_class,donor,7,0.4666666666666667,0.5333333333333333,132,20465.5317,5.024946214829808e-05,0.4991467715790742,0.0052283029617060965,0.4939184686173681,2.481913739313379e-05
true_logit_unweighted_vector_T,binary_class,donor,8,0.5333333333333333,0.6,172,17252.166628,4.2359617461090306e-05,0.5692523169774111,0.008752523857202339,0.5604997931202087,2.3742556823592298e-05
true_logit_unweighted_vector_T,binary_class,donor,9,0.6,0.6666666666666666,215,23801.896772,5.844131139296577e-05,0.6359707056130024,0.007814503263404037,0.6281562023495983,3.6710272224935694e-05
true_logit_unweighted_vector_T,binary_class,donor,10,0.6666666666666666,0.7333333333333333,255,15708.484092,3.856938037862444e-05,0.7019797783391467,0.015023728490783513,0.6869560498483632,2.6495469189998813e-05
true_logit_unweighted_vector_T,binary_class,donor,11,0.7333333333333333,0.8,376,28029.603112,6.882169011070755e-05,0.7686674905777964,0.012201385750395565,0.7564661048274008,5.206127584568539e-05
true_logit_unweighted_vector_T,binary_class,donor,12,0.8,0.8666666666666667,594,20927.5317,5.138382072997684e-05,0.8345323511348496,0.027189064059570868,0.8073432870752787,4.1484382730626344e-05
true_logit_unweighted_vector_T,binary_class,donor,13,0.8666666666666667,0.9333333333333333,1230,18310.166628,4.495734771956677e-05,0.8962977406796069,0.06602889119267714,0.8302688494869297,3.732668536710855e-05
true_logit_unweighted_vector_T,binary_class,donor,14,0.9333333333333333,1.0,50532,74118.89677199996,0.0001819857286101306,0.9885667280431757,0.6813781936791943,0.3071885343639814,5.59039292469073e-05
true_logit_target_weighted_vector_T,multiclass,argmax,0,0.0,0.06666666666666667,0,0.0,0.0,,,,0.0
true_logit_target_weighted_vector_T,multiclass,argmax,1,0.06666666666666667,0.13333333333333333,0,0.0,0.0,,,,0.0
true_logit_target_weighted_vector_T,multiclass,argmax,2,0.13333333333333333,0.2,0,0.0,0.0,,,,0.0
true_logit_target_weighted_vector_T,multiclass,argmax,3,0.2,0.26666666666666666,0,0.0,0.0,,,,0.0
true_logit_target_weighted_vector_T,multiclass,argmax,4,0.26666666666666666,0.3333333333333333,0,0.0,0.0,,,,0.0
true_logit_target_weighted_vector_T,multiclass,argmax,5,0.3333333333333333,0.4,0,0.0,0.0,,,,0.0
true_logit_target_weighted_vector_T,multiclass,argmax,6,0.4,0.4666666666666667,0,0.0,0.0,,,,0.0
true_logit_target_weighted_vector_T,multiclass,argmax,7,0.4666666666666667,0.5333333333333333,2187,2187.0,5.369788350933873e-06,0.5165814674783402,0.5121170553269319,0.004464412151408359,2.3972948364400233e-08
true_logit_target_weighted_vector_T,multiclass,argmax,8,0.5333333333333333,0.6,4501,10194.388876,2.50305032607383e-05,0.5676386462811384,0.6361054516241312,0.06846680534299288,1.7137585943901175e-06
true_logit_target_weighted_vector_T,multiclass,argmax,9,0.6,0.6666666666666666,4768,8834.70634,2.169204535365964e-05,0.6325926409112133,0.7779213111909727,0.1453286702797595,3.15247610689559e-06
true_logit_target_weighted_vector_T,multiclass,argmax,10,0.6666666666666666,0.7333333333333333,5612,14558.753948000001,3.57464231157215e-05,0.7016769541610771,0.6935847793064165,0.008092174854660628,2.8926630628110095e-07
true_logit_target_weighted_vector_T,multiclass,argmax,11,0.7333333333333333,0.8,6679,18065.777752,4.435729443221305e-05,0.7701060464813131,0.845545466887464,0.07543942040615093,3.3462885827511377e-06
true_logit_target_weighted_vector_T,multiclass,argmax,12,0.8,0.8666666666666667,8645,21658.460288000002,5.317848548407238e-05,0.842431958514676,0.8629015530875396,0.02046959457286357,1.0885420378578722e-06
true_logit_target_weighted_vector_T,multiclass,argmax,13,0.8666666666666667,0.9333333333333333,14662,35808.872967999996,8.792229946211121e-05,0.9021863790761884,0.8098039459078685,0.09238243316831984,8.122475954063492e-06
true_logit_target_weighted_vector_T,multiclass,argmax,14,0.9333333333333333,1.0,560934,407167314.04117674,0.9997267031638521,0.9999826458303026,0.9999803184532263,2.327377076283277e-06,2.3267410114918054e-06
true_logit_target_weighted_vector_T,binary_class,acceptor,0,0.0,0.06666666666666667,557684,407190090.96175283,0.9997826278290463,7.121137598121346e-06,9.179987634696908e-06,2.0588500365755626e-06,2.0584024998734438e-06
true_logit_target_weighted_vector_T,binary_class,acceptor,1,0.06666666666666667,0.13333333333333333,1586,13786.11902,3.384935588394325e-05,0.09728381149937818,0.11388266688560766,0.01659885538622949,5.618605632345903e-07
true_logit_target_weighted_vector_T,binary_class,acceptor,2,0.13333333333333333,0.2,1274,6967.388876000001,1.7107180440224534e-05,0.1580703800769928,0.18184717726382865,0.02377679718683584,4.067539597658238e-07
true_logit_target_weighted_vector_T,binary_class,acceptor,3,0.2,0.26666666666666666,1133,7639.730144000001,1.875799448172362e-05,0.22828757036998215,0.1472565102163378,0.08103106015364436,1.5199801792102758e-06
