artifact,sha256,source_manifest,source_manifest_sha256
figures/flank400_chromosome_transfer_cross_seed.png,dec5055b810a6e52a6bfb878777eb5eadaa6ccb8dbee525b70209ae4b2f8736f,results/flank400_chromosome_transfer_milestone_2026-07-24_manifest.csv,a6c01ed9d08689b036e51a9af9b4ebd852d816af87236b48d3be6d0d9bb3c0cb
figures/flank400_chromosome_transfer_cross_seed.pdf,1724c28f674fb97f81a4bdb88a15ccda3722c5d5ad737f55817c66aa403fe589,results/flank400_chromosome_transfer_milestone_2026-07-24_manifest.csv,a6c01ed9d08689b036e51a9af9b4ebd852d816af87236b48d3be6d0d9bb3c0cb
results/flank400_chromosome_transfer_cross_seed_manuscript_table.csv,e93c17d2fe06566434d1ffa71f391aec3cd131ca11880fc17adcd37068e2b2fd,results/flank400_chromosome_transfer_milestone_2026-07-24_manifest.csv,a6c01ed9d08689b036e51a9af9b4ebd852d816af87236b48d3be6d0d9bb3c0cb
results/flank400_chromosome_transfer_cross_seed_manuscript_table.tex,7a32d24d4ae52865e6f877de1fd01b5ffbc031c22aeeb060763cfe80b2e41484,results/flank400_chromosome_transfer_milestone_2026-07-24_manifest.csv,a6c01ed9d08689b036e51a9af9b4ebd852d816af87236b48d3be6d0d9bb3c0cb
paper_draft/flank400_chromosome_transfer_publication_text.md,6763b5dc5eeadd07e271d1a2c644e147873a8693bf0440be8f5390f371ecb773,results/flank400_chromosome_transfer_milestone_2026-07-24_manifest.csv,a6c01ed9d08689b036e51a9af9b4ebd852d816af87236b48d3be6d0d9bb3c0cb
