method,total_positions,pooled_multiclass_ece,pooled_multiclass_nll,pooled_multiclass_ece_change_vs_uncalibrated,pooled_multiclass_ece_percent_reduction_vs_uncalibrated,pooled_multiclass_nll_change_vs_uncalibrated,pooled_multiclass_nll_percent_reduction_vs_uncalibrated
uncalibrated,416140000,0.001544696386275192,0.001725679388276828,0.0,0.0,0.0,0.0
fixed_global_T1p1,416140000,0.002586726680004328,0.0027754642280483862,0.001042030293729136,-67.45858299324689,0.0010497848397715583,-60.833133136035066
unweighted_vectorT,416140000,5.049395428871417e-05,0.0019745325754215773,-0.0014942024319864779,96.73114051813943,0.0002488531871447494,-14.420592193155938
genome_weighted_vectorT,416140000,2.7388730744550885e-05,0.00024035085070180258,-0.0015173076555306411,98.22691818354059,-0.0014853285375750255,86.07210282891516
openspliceai_style_vectorT,416140000,3.084788055005489e-06,0.00023053327447573242,-0.0015416115982201865,99.800298098551,-0.0014951461138010954,86.64101361806664
